State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
OR,Oregon,10/1/2017,Y,P,N,21511,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,21511,Does Not Include All Non-MAGI Applications,32479,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2652,,35131,Does Not Include All Non-MAGI Determinations Made At Application,415537,,962577,,40.3736,-82.7755,"(40.3736, -82.7755)",840939,,121638,
NC,North Carolina,12/1/2019,N,U,Y,22640,,N/A,,22640,,27203,,2814,,30017,,1191821,,1772156,,32.7673,-89.6812,"(32.7673, -89.6812)",1492350,,279806,
MA,Massachusetts,2/1/2019,Y,U,Y,16552,,1980,,18532,,,,,,,,667528,,1561612,,31.1801,-91.8749,"(31.1801, -91.8749)",1375444,,186168,
MS,Mississippi,6/1/2019,N,P,N,18094,,N/A,,18094,,10905,,619,,11524,,413921,,610098,,38.4623,-92.302,"(38.4623, -92.302)",534122,,75976,
NH,New Hampshire,10/1/2017,Y,U,Y,8623,,N/A,,8623,,5214,,537,,5751,,92847,,187056,,47.5362,-99.793,"(47.5362, -99.793)",172691,,14365,
ID,Idaho,1/1/2020,Y,U,Y,20404,,,,20404,,21398,,2314,,23712,,173233,,313122,,42.0046,-93.214,"(42.0046, -93.214)",285354,,27768,
OH,Ohio,8/1/2018,Y,P,N,60849,Includes Renewals and/or Redeterminations,N/A,,60849,Includes Renewals and/or Redeterminations,47382,Includes CHIP; Includes Renewals and/or Redeterminations,2652,,50034,Includes Renewals and/or Redeterminations,1203200,,2717014,,38.4199,-117.1219,"(38.4199, -117.1219)",2497173,,219841,
MA,Massachusetts,1/1/2020,Y,P,N,19108,,3040,,22148,,13408,,1034,,14442,,655678,,1531029,,31.1801,-91.8749,"(31.1801, -91.8749)",1351007,,180022,
NV,Nevada,10/1/2019,Y,P,N,20909,Includes Renewals and/or Redeterminations,N/A,,20909,Includes Renewals and/or Redeterminations,12845,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",66,,12911,,298087,,630701,,40.314,-74.5089,"(40.314, -74.5089)",590902,,39799,
HI,Hawaii,10/1/2018,Y,U,Y,5316,,N/A,,5316,,5709,,399,,6108,,141425,,332940,,32.9866,-83.6487,"(32.9866, -83.6487)",307944,,24996,
MI,Michigan,2/1/2020,Y,U,Y,50956,,N/A,,50956,,45078,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1819,,46897,,944233,Does Not Include All Full-Benefit Child Medicaid enrollees,2330401,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2263269,Does Not Include All Full-Benefit Medicaid enrollees,67132,
AK,Alaska,11/1/2017,Y,P,N,4320,Includes Renewals and/or Redeterminations,N/A,,4320,Includes Renewals and/or Redeterminations,3337,Includes Renewals and/or Redeterminations; Includes CHIP,,,3337,Includes Renewals and/or Redeterminations,91254,,198880,,61.385,-152.2683,"(61.385, -152.2683)",186078,,12802,
TN,Tennessee,9/1/2017,N,P,N,527,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,N/A,,527,Does Not Include All Medicaid Applications,,Does Not Include All Medicaid Determinations Made At Application,445,,445,Does Not Include All Medicaid Determinations Made At Application,,,1507280,,41.6772,-71.5101,"(41.6772, -71.5101)",1427811,,79469,
LA,Louisiana,1/1/2020,Y,U,Y,36204,,N/A,,36204,,29612,,2366,,31978,,714174,,1502200,,37.669,-84.6514,"(37.669, -84.6514)",1386518,,115682,
UT,Utah,11/1/2017,N,P,N,26604,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,26604,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",41408,Includes CHIP,,,41408,,209504,,300038,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",252966,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,47072,
MA,Massachusetts,12/1/2019,Y,P,N,14649,,2575,,17224,,10961,,697,,11658,,669446,,1547352,,31.1801,-91.8749,"(31.1801, -91.8749)",1358548,,188804,
FL,Florida,10/1/2019,N,P,N,271644,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,271644,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,173442,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,20997,,194439,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2435574,,3640328,,39.3498,-75.5148,"(39.3498, -75.5148)",3400609,,239719,
AK,Alaska,5/1/2020,Y,U,Y,2497,Includes Renewals and/or Redeterminations,N/A,,2497,Includes Renewals and/or Redeterminations,3407,Includes Renewals and/or Redeterminations; Includes CHIP,213,,3620,Includes Renewals and/or Redeterminations,98912,,230043,,61.385,-152.2683,"(61.385, -152.2683)",214692,,15351,
MD,Maryland,12/1/2019,Y,U,Y,6783,,104628,Includes Renewals and/or Redeterminations,111411,Includes Renewals and/or Redeterminations,38419,Includes Renewals and/or Redeterminations,6116,Includes Renewals and/or Redeterminations,44535,Includes Renewals and/or Redeterminations,620241,,1328704,,42.2373,-71.5314,"(42.2373, -71.5314)",1187568,,141136,
AR,Arkansas,5/1/2018,Y,P,Y,18698,,N/A,,18698,,9689,,426,,10115,,384478,,845773,,34.9513,-92.3809,"(34.9513, -92.3809)",814720,,31053,
IL,Illinois,6/1/2018,Y,U,Y,63337,,N/A,,63337,,36553,,13226,,49779,,1398721,,2989709,,44.2394,-114.5103,"(44.2394, -114.5103)",2759876,,229833,
IA,Iowa,4/1/2020,Y,U,Y,10404,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,10404,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,13705,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,2143,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,15848,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,341135,,686819,,21.1098,-157.5311,"(21.1098, -157.5311)",605295,,81524,
IL,Illinois,5/1/2020,Y,U,Y,70855,,N/A,,70855,,,,,,,,1372308,,2973372,,44.2394,-114.5103,"(44.2394, -114.5103)",2688057,,285315,
CA,California,8/1/2020,Y,P,N,143968,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,143968,,161113,Does Not Include All Medicaid Determinations Made At Application,11848,Does Not Include All CHIP Determinations Made At Application,172961,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4898917,,12053848,,33.7712,-111.3877,"(33.7712, -111.3877)",10765802,,1288046,
NM,New Mexico,10/1/2019,Y,P,N,12542,,N/A,,12542,,17408,,1611,,19019,,329876,Includes Limited-Benefit Enrollees,735159,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",697258,Includes Limited-Benefit Enrollees,37901,
ME,Maine,3/1/2020,Y,P,N,6880,,N/A,,6880,,13151,,874,,14025,,102869,,222971,,39.0724,-76.7902,"(39.0724, -76.7902)",210633,,12338,
MN,Minnesota,10/1/2018,Y,U,Y,6367,,19044,,25411,,18117,,58,,18175,,538526,,1073312,,43.3504,-84.5603,"(43.3504, -84.5603)",1072090,,1222,
RI,Rhode Island,10/1/2018,Y,P,N,2252,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,2252,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2765,,351,,3116,,122984,,310448,,44.5672,-122.1269,"(44.5672, -122.1269)",278209,,32239,
SC,South Carolina,4/1/2019,N,U,Y,23789,,N/A,,23789,,6657,Does Not Include All Medicaid Determinations Made At Application,195,Does Not Include All Medicaid Determinations Made At Application,6852,Does Not Include All Medicaid Determinations Made At Application,661224,,1054717,,40.5773,-77.264,"(40.5773, -77.264)",963525,,91192,
OR,Oregon,6/1/2018,Y,U,Y,11492,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11492,Does Not Include All Non-MAGI Applications,20709,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1997,,22706,Does Not Include All Non-MAGI Determinations Made At Application,416792,,973948,,40.3736,-82.7755,"(40.3736, -82.7755)",848155,,125793,
PA,Pennsylvania,11/1/2018,Y,P,N,88473,Includes Renewals and/or Redeterminations,N/A,,88473,Includes Renewals and/or Redeterminations,61142,Includes Renewals and/or Redeterminations,8883,,70025,Includes Renewals and/or Redeterminations,1387589,,2934869,,35.5376,-96.9247,"(35.5376, -96.9247)",2754609,,180260,
OH,Ohio,1/1/2019,Y,U,Y,73453,Includes Renewals and/or Redeterminations,N/A,,73453,Includes Renewals and/or Redeterminations,59212,Includes CHIP; Includes Renewals and/or Redeterminations,3316,,62528,Includes Renewals and/or Redeterminations,1181717,,2650556,,38.4199,-117.1219,"(38.4199, -117.1219)",2444359,,206197,
ID,Idaho,3/1/2018,Y,U,Y,10725,,,,10725,,9787,,2190,,11977,,201416,,277803,,42.0046,-93.214,"(42.0046, -93.214)",252527,,25276,
OH,Ohio,4/1/2019,Y,U,Y,75676,Includes Renewals and/or Redeterminations,N/A,,75676,Includes Renewals and/or Redeterminations,63089,Includes CHIP; Includes Renewals and/or Redeterminations,3481,,66570,Includes Renewals and/or Redeterminations,1182853,,2653809,,38.4199,-117.1219,"(38.4199, -117.1219)",2451023,,202786,
MI,Michigan,10/1/2018,Y,U,Y,54656,,N/A,,54656,,46494,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1573,,48067,,952378,Does Not Include All Full-Benefit Child Medicaid enrollees,2346180,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2287591,Does Not Include All Full-Benefit Medicaid enrollees,58589,
MT,Montana,7/1/2018,Y,P,N,2994,,N/A,,2994,,3217,,180,,3397,,128608,,278662,,14.8058,145.5505,"(14.8058, 145.5505)",253539,,25123,
PA,Pennsylvania,6/1/2018,Y,P,N,65991,Includes Renewals and/or Redeterminations,N/A,,65991,Includes Renewals and/or Redeterminations,37527,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",8969,"Count is of Households, Not Individuals",46496,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1397805,,2970051,,35.5376,-96.9247,"(35.5376, -96.9247)",2791696,,178355,
CA,California,8/1/2017,Y,P,N,180390,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,180390,,164568,Does Not Include All Medicaid Determinations Made At Application,12561,Does Not Include All CHIP Determinations Made At Application,177129,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5156201,,12233859,,33.7712,-111.3877,"(33.7712, -111.3877)",10940569,,1293290,
CO,Colorado,5/1/2020,Y,P,N,18908,,133,,19041,,13905,,197,,14102,,574364,,1315463,,36.17,-119.7462,"(36.17, -119.7462)",1236441,,79022,
DC,District of Columbia,6/1/2019,Y,U,Y,2041,Includes SBM data,1743,,3784,Includes Renewals and/or Redeterminations,1754,Includes Renewals and/or Redeterminations; Includes CHIP,,,1754,,94478,,254774,,41.5834,-72.7622,"(41.5834, -72.7622)",237743,,17031,
KY,Kentucky,7/1/2020,Y,P,N,43019,,,,43019,,11865,,934,,12799,,581529,,1460399,,38.5111,-96.8005,"(38.5111, -96.8005)",1371401,,88998,
TN,Tennessee,1/1/2019,N,P,N,,,N/A,,,,,,,,,,,,1396023,,41.6772,-71.5101,"(41.6772, -71.5101)",1344033,,51990,
DC,District of Columbia,6/1/2020,Y,U,Y,2419,Includes SBM data,1711,,4130,Includes Renewals and/or Redeterminations,2651,Includes Renewals and/or Redeterminations; Includes CHIP,,,2651,,92956,,250860,,41.5834,-72.7622,"(41.5834, -72.7622)",233511,,17349,
OR,Oregon,10/1/2019,Y,U,Y,13213,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,13213,Does Not Include All Non-MAGI Applications,21502,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2486,,23988,Does Not Include All Non-MAGI Determinations Made At Application,416723,,991798,,40.3736,-82.7755,"(40.3736, -82.7755)",862457,,129341,
MO,Missouri,12/1/2018,N,U,Y,18480,,N/A,,18480,,8119,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,8119,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",579583,,911302,,45.7326,-93.9196,"(45.7326, -93.9196)",879410,,31892,Does Not Include All CHIP enrollees
ME,Maine,3/1/2019,Y,P,N,8118,,N/A,,8118,,10924,,511,,11435,,107756,,228044,,39.0724,-76.7902,"(39.0724, -76.7902)",217076,,10968,
OK,Oklahoma,8/1/2019,N,P,N,51443,Includes Renewals and/or Redeterminations,N/A,,51443,Includes Renewals and/or Redeterminations,47415,Includes Renewals and/or Redeterminations,7051,Includes Renewals and/or Redeterminations,54466,Includes Renewals and/or Redeterminations,512598,,730878,,42.1497,-74.9384,"(42.1497, -74.9384)",608468,,122410,
KS,Kansas,9/1/2019,N,P,N,,,N/A,,,,,,,,,,258670,,373564,,39.8647,-86.2604,"(39.8647, -86.2604)",317470,,56094,
SD,South Dakota,10/1/2017,N,P,Y,2780,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2780,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1759,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1759,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",81142,,112665,,18.2766,-66.335,"(18.2766, -66.335)",96539,,16126,
WY,Wyoming,11/1/2019,N,P,N,1495,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1495,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,885,,46,,931,,35452,,53843,,44.0407,-72.7093,"(44.0407, -72.7093)",49656,,4187,
DE,Delaware,11/1/2017,Y,P,N,,,N/A,,,,,,,,,,106738,,231385,,38.8964,-77.0262,"(38.8964, -77.0262)",219907,,11478,
VA,Virginia,1/1/2020,Y,P,N,30687,Includes Renewals and/or Redeterminations,N/A,,30687,Includes Renewals and/or Redeterminations,38367,Includes Renewals and/or Redeterminations,1279,Includes Renewals and/or Redeterminations,39646,Includes Renewals and/or Redeterminations,748452,,1406595,,35.7449,-86.7489,"(35.7449, -86.7489)",1252194,,154401,
OR,Oregon,12/1/2017,Y,U,Y,16834,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,16834,Does Not Include All Non-MAGI Applications,35426,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3032,,38458,Does Not Include All Non-MAGI Determinations Made At Application,419719,,976182,,40.3736,-82.7755,"(40.3736, -82.7755)",851016,,125166,
TX,Texas,4/1/2020,N,P,N,140008,,N/A,,140008,,90148,,9818,,99966,,3358735,,4278567,,33.8191,-80.9066,"(33.8191, -80.9066)",3677754,,600813,
AL,Alabama,1/1/2020,N,P,N,14342,,N/A,,14342,,14602,,2006,,16608,,656508,,923866,,32.799,-86.8073,"(32.799, -86.8073)",753035,,170831,
CT,Connecticut,9/1/2019,Y,U,Y,5555,,11189,,16744,,15007,,398,,15405,,334944,,855043,,39.0646,-105.3272,"(39.0646, -105.3272)",835049,,19994,
RI,Rhode Island,1/1/2018,Y,P,N,3445,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,3445,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,,,,,123160,,312602,,44.5672,-122.1269,"(44.5672, -122.1269)",282658,,29944,
AK,Alaska,3/1/2019,Y,P,N,3588,Includes Renewals and/or Redeterminations,N/A,,3588,Includes Renewals and/or Redeterminations,3363,Includes Renewals and/or Redeterminations; Includes CHIP,271,,3634,Includes Renewals and/or Redeterminations,95745,,216168,,61.385,-152.2683,"(61.385, -152.2683)",200790,,15378,
NE,Nebraska,11/1/2018,N,U,Y,6301,,N/A,,6301,,5239,,999,,6238,,161777,,244380,,35.6411,-79.8431,"(35.6411, -79.8431)",212547,,31833,
HI,Hawaii,4/1/2019,Y,U,Y,5043,,N/A,,5043,,5431,,351,,5782,,140426,,329868,,32.9866,-83.6487,"(32.9866, -83.6487)",304277,,25591,
NV,Nevada,12/1/2019,Y,U,Y,22368,Includes Renewals/Or redeterminations,N/A,,22368,Includes Renewals/Or redeterminations,13073,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",72,,13145,,295323,,626078,,40.314,-74.5089,"(40.314, -74.5089)",586138,,39940,
UT,Utah,4/1/2018,N,P,N,19491,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,19491,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",38549,Includes CHIP,,,38549,,205709,,298322,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",252733,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,45589,
WA,Washington,3/1/2020,Y,P,N,94116,,83807,,177923,,114564,,1609,,116173,,827084,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1732597,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1658019,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),74578,
HI,Hawaii,8/1/2018,Y,P,N,4786,,N/A,,4786,,6096,,429,,6525,,142346,,336594,,32.9866,-83.6487,"(32.9866, -83.6487)",311625,,24969,
TN,Tennessee,5/1/2020,N,P,N,22416,,N/A,,22416,,9686,,1239,,10925,,835089,,1472505,,41.6772,-71.5101,"(41.6772, -71.5101)",1349948,,122557,
KS,Kansas,3/1/2018,N,P,Y,,,N/A,,,,,,,,,,277377,,396745,,39.8647,-86.2604,"(39.8647, -86.2604)",343546,,53199,
ID,Idaho,7/1/2017,Y,P,N,6556,,,,6556,,4941,,244,,5185,,212510,,293207,,42.0046,-93.214,"(42.0046, -93.214)",270909,,22298,
ME,Maine,12/1/2017,Y,U,Y,1254,,N/A,,1254,,9271,,384,,9655,,111272,,231725,,39.0724,-76.7902,"(39.0724, -76.7902)",221915,,9810,
OR,Oregon,9/1/2018,Y,P,N,11849,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11849,Does Not Include All Non-MAGI Applications,20849,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2354,,23203,Does Not Include All Non-MAGI Determinations Made At Application,408760,,960905,,40.3736,-82.7755,"(40.3736, -82.7755)",837037,,123868,
RI,Rhode Island,7/1/2020,Y,U,Y,1303,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,1303,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2049,,134,,2183,,118819,,309281,,44.5672,-122.1269,"(44.5672, -122.1269)",279583,,29698,
